50
1,2,2067,r12
1,3,565,r13
1,4,1596,r14
1,5,1760,r15
1,6,462,r16
1,7,1492,r17
1,8,2362,r18
1,9,1181,r19
1,10,1075,r110
1,11,2133,r111
1,12,1298,r112
1,13,1017,r113
1,14,118,r114
1,15,1745,r115
1,16,422,r116
1,17,540,r117
1,18,389,r118
1,19,16,r119
1,20,837,r120
1,21,1230,r121
1,22,986,r122
1,23,2028,r123
1,24,1523,r124
1,25,1982,r125
1,26,2431,r126
1,27,857,r127
1,28,89,r128
1,29,1878,r129
1,30,1897,r130
1,31,2432,r131
1,32,1601,r132
1,33,1378,r133
1,34,1145,r134
1,35,1205,r135
1,36,2152,r136
1,37,1926,r137
1,38,242,r138
1,39,1761,r139
1,40,87,r140
1,41,580,r141
1,42,2318,r142
1,43,28,r143
1,44,1200,r144
1,45,309,r145
1,46,1206,r146
1,47,635,r147
1,48,1381,r148
1,49,1972,r149
1,50,2105,r150
2,1,1098,r21
2,3,395,r23
2,4,2198,r24
2,5,902,r25
2,6,295,r26
2,7,990,r27
2,8,66,r28
2,9,277,r29
2,10,325,r210
2,11,1953,r211
2,12,1620,r212
2,13,1431,r213
2,14,2197,r214
2,15,545,r215
2,16,1401,r216
2,17,225,r217
2,18,1101,r218
2,19,834,r219
2,20,1701,r220
2,21,384,r221
2,22,2324,r222
2,23,33,r223
2,24,1856,r224
2,25,2052,r225
2,26,1050,r226
2,27,1487,r227
2,28,1793,r228
2,29,2277,r229
2,30,2205,r230
2,31,1376,r231
2,32,1859,r232
2,33,909,r233
2,34,581,r234
2,35,1556,r235
2,36,1781,r236
2,37,1646,r237
2,38,852,r238
2,39,464,r239
2,40,1247,r240
2,41,800,r241
2,42,2298,r242
2,43,461,r243
2,44,1753,r244
2,45,1912,r245
2,46,1866,r246
2,47,1475,r247
2,48,1795,r248
2,49,2408,r249
2,50,491,r250
3,1,1782,r31
3,2,104,r32
3,4,2060,r34
3,5,1763,r35
3,6,140,r36
3,7,269,r37
3,8,2154,r38
3,9,657,r39
3,10,2260,r310
3,11,913,r311
3,12,2043,r312
3,13,341,r313
3,14,2019,r314
3,15,1560,r315
3,16,943,r316
3,17,290,r317
3,18,1776,r318
3,19,2170,r319
3,20,1400,r320
3,21,397,r321
3,22,258,r322
3,23,399,r323
3,24,2345,r324
3,25,1913,r325
3,26,962,r326
3,27,1359,r327
3,28,1049,r328
3,29,1329,r329
3,30,445,r330
3,31,2218,r331
3,32,1600,r332
3,33,1541,r333
3,34,430,r334
3,35,1625,r335
3,36,911,r336
3,37,1428,r337
3,38,1086,r338
3,39,2159,r339
3,40,1525,r340
3,41,791,r341
3,42,11,r342
3,43,2160,r343
3,44,531,r344
3,45,366,r345
3,46,1685,r346
3,47,10,r347
3,48,518,r348
3,49,2344,r349
3,50,1838,r350
4,1,126,r41
4,2,484,r42
4,3,853,r43
4,5,443,r45
4,6,1909,r46
4,7,128,r47
4,8,300,r48
4,9,1418,r49
4,10,616,r410
4,11,329,r411
4,12,473,r412
4,13,1874,r413
4,14,798,r414
4,15,1663,r415
4,16,2462,r416
4,17,964,r417
4,18,240,r418
4,19,1024,r419
4,20,1567,r420
4,21,161,r421
4,22,2003,r422
4,23,1840,r423
4,24,527,r424
4,25,2156,r425
4,26,613,r426
4,27,790,r427
4,28,1320,r428
4,29,1898,r429
4,30,1829,r430
4,31,2286,r431
4,32,1211,r432
4,33,701,r433
4,34,1383,r434
4,35,525,r435
4,36,942,r436
4,37,281,r437
4,38,2473,r438
4,39,2327,r439
4,40,716,r440
4,41,1661,r441
4,42,745,r442
4,43,1415,r443
4,44,765,r444
4,45,584,r445
4,46,675,r446
4,47,2407,r447
4,48,965,r448
4,49,2039,r449
4,50,328,r450
5,1,2251,r51
5,2,276,r52
5,3,2378,r53
5,4,562,r54
5,6,209,r56
5,7,707,r57
5,8,984,r58
5,9,914,r59
5,10,2274,r510
5,11,1402,r511
5,12,1729,r512
5,13,63,r513
5,14,629,r514
5,15,598,r515
5,16,174,r516
5,17,801,r517
5,18,1694,r518
5,19,1045,r519
5,20,821,r520
5,21,53,r521
5,22,949,r522
5,23,948,r523
5,24,1681,r524
5,25,2007,r525
5,26,785,r526
5,27,2088,r527
5,28,2314,r528
5,29,424,r529
5,30,1815,r530
5,31,977,r531
5,32,1194,r532
5,33,2125,r533
5,34,1680,r534
5,35,1533,r535
5,36,280,r536
5,37,655,r537
5,38,475,r538
5,39,850,r539
5,40,688,r540
5,41,2138,r541
5,42,454,r542
5,43,289,r543
5,44,2486,r544
5,45,1779,r545
5,46,1006,r546
5,47,1719,r547
5,48,308,r548
5,49,1818,r549
5,50,554,r550
6,1,150,r61
6,2,1306,r62
6,3,271,r63
6,4,365,r64
6,5,2185,r65
6,7,1105,r67
6,8,73,r68
6,9,2451,r69
6,10,2305,r610
6,11,1890,r611
6,12,1839,r612
6,13,2248,r613
6,14,502,r614
6,15,2325,r615
6,16,1369,r616
6,17,466,r617
6,18,731,r618
6,19,1064,r619
6,20,1084,r620
6,21,1237,r621
6,22,2131,r622
6,23,2183,r623
6,24,1223,r624
6,25,1352,r625
6,26,1432,r626
6,27,110,r627
6,28,807,r628
6,29,2266,r629
6,30,26,r630
6,31,217,r631
6,32,896,r632
6,33,1007,r633
6,34,1161,r634
6,35,981,r635
6,36,744,r636
6,37,1772,r637
6,38,1824,r638
6,39,2358,r639
6,40,714,r640
6,41,1227,r641
6,42,995,r642
6,43,1880,r643
6,44,2396,r644
6,45,1192,r645
6,46,647,r646
6,47,762,r647
6,48,81,r648
6,49,2095,r649
6,50,2346,r650
7,1,1180,r71
7,2,1901,r72
7,3,336,r73
7,4,983,r74
7,5,1999,r75
7,6,786,r76
7,8,1009,r78
7,9,219,r79
7,10,1470,r710
7,11,254,r711
7,12,2015,r712
7,13,1908,r713
7,14,992,r714
7,15,1426,r715
7,16,974,r716
7,17,844,r717
7,18,438,r718
7,19,2499,r719
7,20,381,r720
7,21,1957,r721
7,22,630,r722
7,23,1077,r723
7,24,1716,r724
7,25,1960,r725
7,26,431,r726
7,27,338,r727
7,28,1177,r728
7,29,195,r729
7,30,2380,r730
7,31,1301,r731
7,32,27,r732
7,33,757,r733
7,34,1580,r734
7,35,1128,r735
7,36,1082,r736
7,37,1610,r737
7,38,401,r738
7,39,906,r739
7,40,2117,r740
7,41,1327,r741
7,42,766,r742
7,43,1367,r743
7,44,1458,r744
7,45,919,r745
7,46,2386,r746
7,47,2008,r747
7,48,1624,r748
7,49,179,r749
